,meanHR,minHR,maxHR,sdHR,modeHR,nNN,meanNN,SDSD,CVNN,SDNN,pNN50,pNN20,RMSSD,medianNN,q20NN,q80NN,minNN,maxNN,triHRV,max_ecg,min_ecg,mean_ecg,sd_ecg,ku_ecg,sk_ecg,median_ecg,q1_ecg,q3_ecg,q05_ecg,q95_ecg,totalpower,LF,HF,ULF,VLF,VHF,LF/HF,rLF,rHF,peakLF,peakHF,SD1,SD2,SD1SD2,apEn,sampEn,meanRR,minRR,maxRR,sdRR,modeRR,nBB,meanBB,SDSDb,CVNNb,SDNNb,RMSSDb,medianBB,q20BB,q80BB,minBB,maxBB,meanTT,SDTT,medianTT,q20TT,q80TT,minTT,maxTT,meanBA,SDBA,medianBA,q20BA,q80BA,minBA,maxBA,meanBW,SDBW,medianBW,q20BW,q80BW,minBW,maxBW,max_rsp,min_rsp,mean_rsp,sd_rsp,ku_rsp,sk_rsp,median_rsp,q1_rsp,q3_rsp,q05_rsp,q95_rsp,totalpower_rsp,LF_rsp,HF_rsp,VLF_rsp,VHF_rsp,LF/HF_rsp,rLF_rsp,rHF_rsp,peakLF_rsp,peakHF_rsp,SD1_rrv,SD2_rrv,SD1SD2_rrv,apEn_rrv,max_eda,min_eda,mean_eda,sd_eda,ku_eda,sk_eda,median_eda,dynrange,scl_slope,max_scr,min_scr,mean_scr,sd_scr,max_scl,min_scl,mean_scl,sd_scl,nSCR,aucSCR,meanAmpSCR,maxAmpSCR,meanRespSCR,sumAmpSCR,sumRespSCR,condition
S2_baseline0,81.27658000025048,45.80152671755725,102.94117647058823,10.76106995383835,57.13964975303098,78.0,753.095238095238,120.89118436420009,115.2655834076138,0.1530557857451717,25.64102564102564,62.82051282051282,120.89230048679335,723.5714285714286,655.4285714285714,856.0,582.8571428571429,1310.0,3.25,5.666697137804688,-2.338043584238526,-2.3684757858670005e-18,0.9523159920277394,5.25086056560442,1.4618623320681807,0.08086306704677629,-0.6821405234121626,0.35500379845779506,-1.3466601417871304,1.4200453537030706,4529.973339737429,1333.2225209936378,2648.970370545868,0.0,0.0,547.7804481979241,0.5032983893734165,33.47960677209228,66.52039322790772,0.12578616352201258,0.15094339622641512,59.83808337471931,97.24418026482945,0.6153384522524594,0.008469596111007949,0.030254408357802375,13.305625294605006,7.831437628193175,18.17395067070532,3.4354013729468953,10.342513042512145,11.0,4845.714285714285,2116.377175018379,1339.1636134817395,0.2763604155180477,2142.7266150722016,4557.142857142857,3501.4285714285716,5930.0,3301.4285714285716,7661.428571428572,3373.6666666666665,914.7989153664075,3458.0,2552.6,4100.6,2174.0,5359.0,1.8550837565557163,0.4180188872007884,1.6952269533100603,1.5246244340633068,2.3896299485411037,1.3111678887031224,2.5359943497797293,20950.4,11972.788019504898,20776.0,8622.2,32540.000000000004,525.0,41009.0,1.6036216708009046,-1.9609013512407971,-1.4616879135636346e-15,0.6852080320796283,0.21950850714861936,-0.23213150753949474,-0.01049311329529629,-0.3739128046113161,0.45818534891763824,-1.3427098237783235,1.1486007841395376,240136.00927446334,103984.92910684223,136146.0825313122,0.0,4.997636308931315,0.7637746688960131,43.303415247145885,56.69658475285411,0.12000000000000002,0.15000000000000002,1047.5532564027474,627.0203385855996,1.6706846523762922,0.09531017980432521,2.823480795788864,-1.5674485038101595,0.0001501882448419673,0.9989918904024871,-0.5154263962968515,0.48127496899379685,-0.21197960949609343,-1.8013228434143365,-0.05615835450723658,0.41830754958093086,-0.24982134236777465,-0.008027675907152846,0.07704898373654724,2.4051735392850033,-1.3231935154764292,0.017564872856403325,0.9912340239885034,12.0,-337.37127367606917,0.08878849739761657,0.29826539492961934,1.015079365079365,1.0654619687713989,9.135714285714286,1
S2_baseline1,71.52044444340702,62.59314456035768,94.17040358744396,6.82582905031012,31.577259027086278,70.0,845.938775510204,53.30356311983132,74.06782634040349,0.08755695859399704,32.857142857142854,60.0,53.31207059145517,866.4285714285713,786.5714285714286,917.4285714285714,637.1428571428571,958.5714285714286,2.9166666666666665,5.318115186689207,-1.7385401195826418,-1.048896419455386e-17,0.9530352763434164,5.2901669188461415,1.41803170990864,0.08289036379695697,-0.6000148175802384,0.3635246026523414,-1.3655109239276981,1.026416475928535,1821.7459607324872,1113.3189015771643,638.5184359182451,0.0,0.0,69.9086232370778,1.7435971131767163,63.55149977388136,36.44850022611865,0.05,0.15000000000000002,26.38391766040652,68.85320860514557,0.3831908228374819,0.004588009851981045,0.017167803622365446,13.738224682756998,10.01908396946565,19.924098671726753,3.243917762911722,9.905014702261104,11.0,4599.220779220779,1136.2746506160618,996.349806249911,0.2166344809432517,1145.1131304952596,4797.142857142857,3454.285714285714,5647.142857142857,3011.4285714285716,5988.571428571428,3956.2,1341.7966164810523,3621.5,2815.8,5595.2,2178.0,6077.0,1.4444207372479931,0.23269657699082258,1.4604679861070848,1.2345848583002816,1.6757971805515939,0.9884115372003901,1.812661916313594,22707.739130434784,11667.74236653977,24463.0,11970.4,33785.0,774.0,40336.0,1.090129806768902,-1.2889224660578755,-4.625971563481948e-15,0.4810160503038521,-0.6274539741497387,-0.04358226961870832,0.0199458757441233,-0.3762815260343071,0.3573091045908918,-0.7320194999144379,0.7536323731180179,105170.040841919,89615.12101204006,15553.962913856609,0.0,0.9569160223355341,5.7615619574484365,85.21051783163186,14.789482168368137,0.06557377049180328,0.1639344262295082,562.4272575186945,828.9561628940338,0.6784764776404589,0.09531017980432521,1.8104782682061156,-1.542677332199455,-0.00010874404060114968,0.9980415762700506,-1.232995190619649,0.18137777775803807,-0.08595378875287106,-1.1735949121809202,-0.056599413933110014,0.09669581753234559,-0.03838577690384513,0.0011094056595519213,0.02191026244415849,1.7347218149829362,-1.3601648296872264,0.005786424963444422,0.9845728754523981,11.0,46.57201385462302,0.02308153443159262,0.05267079431701401,1.1147619047619048,0.2308153443159262,10.032857142857143,1
S2_baseline2,77.2786767601607,62.780269058295964,164.0625,13.312389993790314,101.28223094170403,75.0,791.9619047619047,88.23663553518298,95.67142560871838,0.12080306518970886,41.333333333333336,81.33333333333333,88.23731976953013,802.8571428571429,731.4285714285714,866.5714285714286,365.7142857142857,955.7142857142857,2.586206896551724,8.259950707999613,-7.51604982900447,3.552713678800501e-18,0.9470504826004309,15.035107186466742,0.5704168310792378,0.09879587472111107,-0.6559065372521261,0.3161049917474348,-1.1477107515290565,1.246733363026554,1335.254082673761,508.7079942727186,729.2829987497428,0.0,0.0,97.26308965129962,0.6975453906711521,41.0914131960481,58.9085868039519,0.07500000000000001,0.15000000000000002,43.674906335209634,84.66787474525826,0.5158379901068156,0.0004656787901251569,0.021583571667174516,10.245764007578664,7.250129466597618,18.166089965397926,3.687687457867311,10.91596049880031,8.0,6476.607142857143,1677.7976381610831,1771.6117326822916,0.27354009493012854,1790.1069238550583,7193.571428571428,4793.428571428572,8012.857142857143,3302.8571428571427,8275.714285714286,4178.777777777777,945.6401450608034,3754.0,3326.6,5338.2,3228.0,5660.0,1.2718435679647162,0.24828789640673296,1.2132658805231322,1.1584666392277803,1.4466847285409146,0.8312471952706125,1.7507129815179046,21385.36842105263,12190.50372091035,21349.0,9317.4,33306.4,664.0,40988.0,1.0995907555660165,-2.2859782887911395,2.476748964649492e-15,0.4547090060616416,5.611026589901872,-1.3517819712438124,0.005303475250816665,-0.2637437083723282,0.29646003215136296,-0.5134411939150423,0.6531040373350009,192300.19721121152,192090.2735888132,209.7498150491326,0.0,0.1738073491855416,915.8066410872269,99.89092574647866,0.10907425352134395,0.06666666666666667,0.16666666666666666,830.4674611817326,1380.413676535895,0.6016076740602605,0.1335313926245223,1.811860659660269,-1.3686635005096814,-7.81328309275133e-05,0.9946533632279005,-1.2294230159947228,0.35263258334373493,-0.17615324972624608,-1.3238174752125296,-0.053783693153405955,0.8474330717655203,-0.3748160093462416,0.0017134864480994987,0.1493597230132375,1.7703675359752709,-1.0734801217509669,0.004583281615770838,0.9690710596199413,1.0,71.95555701544414,1.222249081111762,1.222249081111762,1.4485714285714286,1.222249081111762,1.4485714285714286,1
S2_baseline3,72.68289408990898,64.41717791411043,85.02024291497976,4.6416175019883505,20.603065000869336,72.0,828.7698412698413,54.479550366415744,51.30955449980054,0.06191049908522737,37.5,72.22222222222221,54.485494930338724,834.2857142857142,787.4285714285714,871.1428571428571,705.7142857142857,931.4285714285714,4.5,5.121003464165438,-1.7111748609111717,-1.3534147347811432e-17,0.9530418240721473,5.157060329390424,1.4519675056757166,0.10783449939792773,-0.6696687555753509,0.3128346668614125,-1.3403737692123623,1.2667650482327621,447.8688306690009,169.99957962494975,112.8440066697357,0.0,0.0,165.02524437431546,1.5065007406418416,60.10374209010091,39.89625790989909,0.14906832298136646,0.17391304347826086,26.966001650060644,43.29927501497062,0.6227818281192287,0.0010221666477154834,0.0228146777661714,12.53832689290369,8.529650690495531,19.53488372093023,3.3243713185471515,11.0052330304347,11.0,5065.0649350649355,1368.7318724920196,1089.9184432112722,0.21518350844149625,1398.8210779664657,5174.285714285715,4712.857142857143,5697.142857142857,3071.4285714285716,7034.285714285715,4100.777777777777,1023.963950947252,4066.0,3444.0,5097.2,2163.0,5539.0,1.34125468754411,0.25964451643244657,1.289475822722974,1.163812470625349,1.505513809164642,0.888330304197035,1.8923590162365165,20365.31818181818,12236.441882516947,19669.0,7840.0,32476.600000000002,1848.0,40849.0,1.22665607096913,-1.0382347924098765,-1.1970953329139212e-15,0.43845024996822807,-0.4086464588489074,0.15466862259386507,-0.0033259740128756847,-0.3345698299945227,0.32590883929743203,-0.6757415532427029,0.69978477661219,314576.9043815861,308117.9229424786,6458.266057493604,0.0,0.7153816138788973,47.709078597801906,97.94699462854317,2.053005371456825,0.08333333333333333,0.16666666666666666,677.4877120656874,751.3099094248656,0.9017420156008727,0.09531017980432521,1.9078574768718182,-1.6240660714870776,-1.8556903309954143e-05,0.9955793007153289,-1.1436179822993215,0.14575602992975864,-0.05104846845395427,-1.17474129308353,-0.056542194903192816,0.10300084585970494,-0.04265004599348773,-0.0006857575372304475,0.01981731583355645,1.8061932386314867,-1.4001441563787014,0.009290702994990126,0.9822069674172064,23.0,-28.852367058166998,0.03400941137742415,0.06385725862367662,0.5392207792207792,0.7822164616807554,11.862857142857141,1
S2_baseline4,73.18011135051562,60.957910014513786,92.3076923076923,5.54121252375993,31.34978229317852,71.0,824.3863179074448,54.43533164326307,59.71058104845506,0.07243033969804297,32.3943661971831,74.64788732394366,54.43534694556974,828.5714285714286,774.2857142857143,872.8571428571429,650.0,984.2857142857143,3.9444444444444446,5.1554745126478245,-1.6972819752258181,-1.3195793664116146e-17,0.9474248212137006,4.846035168775183,1.3664649575642196,0.10561724757137494,-0.7124058990888622,0.3404393897989516,-1.345571953321543,1.1988074915005753,939.1245614623839,607.4552444886896,295.1921080921688,0.0,0.0,36.4772088815256,2.057830232707379,67.29707263327671,32.70292736672329,0.10126582278481013,0.1518987341772152,26.944114498762975,52.7875255826872,0.5104257909675515,0.0013745584589268667,0.024292692569044587,11.835755964215412,7.141642577792893,19.337016574585636,4.041542967074959,12.195373996792743,10.0,5666.857142857142,2442.5243850635625,1842.784251050124,0.32518629014194994,2479.811043565897,5325.714285714285,4245.142857142857,7980.285714285714,3102.8571428571427,8401.42857142857,4402.555555555556,817.7795289836322,3927.0,3763.8,5245.2,3711.0,5928.0,1.3125091647273641,0.22231660860399655,1.2692656245134009,1.1283381722777839,1.5242451553461762,0.9489269616154572,1.6638600071824778,21361.619047619046,12696.842106363412,22417.0,9028.0,33433.0,385.0,41011.0,0.9834901009573493,-1.05053927246656,1.3107821706355373e-15,0.4307336256722827,-0.733921900268093,-0.030953466488162756,-0.005023118089573265,-0.3445879094981971,0.33843796918565294,-0.7045324882435481,0.6922748854871373,1659872.0245851453,1550000.6520733694,109867.02063081287,0.0,4.351880962871721,14.107970191362979,93.38097714429111,6.619022855708878,0.060913705583756354,0.15228426395939088,1208.9878891243627,1311.0791191953763,0.9221319075437124,0.10536051565782678,1.7886830130799698,-1.6227230043350944,-1.9736110987077197e-05,0.9892793083405775,-1.2064357643586576,0.10186576549235261,-0.03841836789349161,-1.1022725433123917,-0.05615434507352291,0.08251125447724225,-0.03437317495927774,0.00012946941657790523,0.02006967270316486,1.7164162622726389,-1.3990762518598099,0.008381130710378621,0.9747060073578672,22.0,5.402722425888688,0.038777903137058055,0.09260954755115569,0.5758571428571428,0.8143359658782192,11.517142857142858,1
S2_baseline5,71.30926486265238,59.74395448079658,88.79492600422833,6.238278258120476,29.05097152343175,70.0,847.7142857142857,58.78816273456921,72.54772230512691,0.08558039368653327,38.57142857142858,64.28571428571429,58.81834537067781,845.7142857142857,786.2857142857142,908.5714285714286,675.7142857142857,1004.2857142857143,4.666666666666667,5.194380439286276,-1.6902057309897607,-2.5376526277146435e-18,0.9507544530375269,5.527248429869536,1.5175319978505193,0.08920715557214068,-0.648158382829046,0.3284396953237883,-1.333717262725541,1.2012782758941514,2174.7050078278908,1374.72694454935,727.919429172655,0.0,0.0,72.05863410588543,1.8885702035894951,65.38079639686978,34.6192036031302,0.125,0.17500000000000002,29.098655966178526,65.53436017044005,0.44402136360986055,0.001992965526799395,0.02500130220541727,14.126548280375594,7.489300998573467,19.858156028368793,4.990922410662161,12.368855029795327,11.0,4925.844155844156,2442.461638827283,1979.0014961867157,0.401758852609816,2442.4644630088733,4588.571428571428,3061.4285714285716,7825.714285714285,3021.4285714285716,8011.428571428572,3354.4166666666665,1119.4416359904114,3526.0,2204.6,3944.6000000000004,2168.0,5401.0,1.4215985571767522,0.1889795988122332,1.4674344109220316,1.2429500899784682,1.5558501898887327,1.0260014042524526,1.7047352599376278,21233.4,11661.032492879865,22662.0,9989.800000000001,31884.800000000003,228.0,40481.0,1.024762125260054,-0.8927442200460008,1.2519086296725574e-16,0.4548673602087794,-0.875498427776285,0.10452795527040389,0.005546103842123878,-0.37534280086692734,0.34169675102370545,-0.7075871473296725,0.7703522001430126,317527.0221824769,305058.1240097449,12468.073792349709,0.0,0.8243803822413401,24.467141363642366,96.07337162141162,3.9266283785883767,0.06349206349206349,0.15873015873015872,1208.9568313219459,1357.258604688141,0.890734328112607,0.09531017980432521,1.7555120853253077,-1.5685150509286547,-5.108059960809355e-05,0.9781920138207953,-1.213708225266453,0.12733406988318047,-0.0454554790927033,-1.1192191520801407,-0.05547761139804915,0.07376803745046552,-0.04873446954698138,0.00025534185657861687,0.02305966509220947,1.6895983750894579,-1.3681438971833133,0.008171952543707561,0.9636177716504419,22.0,10.6942650711018,0.04479277003623763,0.0821546273480291,0.6476691729323307,0.9406481707609902,12.305714285714284,1
S2_baseline6,72.58181600952419,62.968515742128936,85.19269776876267,4.854817012730444,22.224182026633734,71.0,830.3219315895373,51.30486011468037,55.03465013358551,0.06628109898076429,26.76056338028169,71.83098591549296,51.313078936766644,827.1428571428571,775.7142857142857,874.2857142857143,704.2857142857143,952.8571428571429,4.733333333333333,5.048923576334514,-1.6584878043665565,-2.1739224177422114e-17,0.9471860270136795,5.2070850876443835,1.470569300051155,0.10647700553560852,-0.6757537043502639,0.3096543051837302,-1.3346013761946967,1.233291905889347,469.4193130209919,366.0389011891579,66.20944467696043,0.0,0.0,37.17096715487358,5.528499792968844,84.6825452751489,15.31745472485109,0.12578616352201258,0.15094339622641512,25.394610146442407,48.449962616611174,0.5241409647184291,0.005365723575581516,0.017769470511975295,12.766381981487518,8.080030781069643,19.42645698427382,3.8896005303370984,11.346426203204176,11.0,5121.4285714285725,1981.1683009615042,1433.5506731425758,0.2799122653276995,1985.280528164774,5425.714285714285,3372.8571428571427,5850.0,3088.5714285714284,7425.714285714285,3130.5,669.9588917737167,3356.0,2319.2,3784.8,2126.0,3914.0,1.3190744511511452,0.19029363325211854,1.2512995936336913,1.188362359451686,1.4741179918290408,1.1143543810670669,1.6872495487309807,20584.68,12645.841269666484,20744.0,7407.800000000002,33387.8,39.0,40666.0,1.0330653967351497,-0.9844779211807732,1.0468662973532143e-15,0.44139215104282953,-0.6779363764441939,-0.07938893881716008,0.011140591438954593,-0.3460373080132595,0.34682967213786325,-0.7617855605130305,0.6429815571228299,543666.9697069225,533871.8624071453,9793.422793551856,0.0,1.6845062253670688,54.51330690620801,98.19863010198702,1.8013698980129949,0.05660377358490567,0.169811320754717,980.6282781971972,1099.4998044565536,0.8918858140969741,0.008039011390132078,1.6686176809201876,-1.6499417041734399,-0.00044612878397478674,0.9669621507878012,-1.1951682011265015,0.06868981675046831,-0.04484365406970347,-1.0113191737014149,-0.05453861503668344,0.10083538701039711,-0.05558219629569936,0.0026246744615927814,0.02292967982358051,1.575654382229021,-1.3892219068544234,0.006536963439031037,0.9461302659668906,22.0,110.23986209796217,0.031215530317492024,0.051578747102893396,0.6386428571428572,0.6555261366673325,12.772857142857143,1
S2_baseline7,72.07008330162145,62.59314456035768,82.84023668639053,4.526402305719722,20.247092126032847,71.0,835.7746478873238,61.137097491724454,51.89672711932895,0.06209416288291803,30.985915492957744,69.01408450704226,61.156254492544356,835.7142857142857,787.1428571428571,882.8571428571429,724.2857142857143,958.5714285714286,3.55,5.54498048321566,-1.875397657461736,1.0150610510858574e-17,0.9511795537693047,5.723585682335589,1.599883719729247,0.09287826781478167,-0.6801414726205113,0.2885718025506838,-1.3132690774528448,1.2998895465293328,329.41959056758657,72.20991651727817,239.23891365168507,0.0,0.0,17.97076039862332,0.30183181914297896,23.185162223310897,76.8148377766891,0.125,0.15000000000000002,30.261319352922992,41.317818708846936,0.7324036045117616,0.005488587470537265,0.01593659226281264,10.599285748538517,6.881861379649352,19.95249406175772,3.778838118450115,13.070632682108368,9.0,6258.730158730159,2859.4294365845303,1807.9067266245656,0.28886158705895926,2881.4039148318247,5771.428571428572,5187.714285714285,8406.857142857143,3007.1428571428573,8718.57142857143,4369.777777777777,937.9978414779449,4032.0,3719.2,4879.800000000001,3615.0,6126.0,1.3825182965029563,0.14421553262345518,1.3781027077201418,1.2979770015950522,1.48055265848207,1.0796825948499402,1.6251660737649096,19513.8,12499.889421910899,19187.0,7581.400000000001,31192.200000000004,290.0,40757.0,0.9451638295257965,-0.8186993367374406,3.972272246582655e-16,0.47730579337112095,-1.2561098081804323,0.020919466087432597,-0.0063026362606800205,-0.41877778620735734,0.42514747436048983,-0.7183346596639779,0.7217558067932546,2048651.6574709257,2040056.0979462287,8593.799660133494,0.0,1.7598645635869992,237.38697417046126,99.58051399264588,0.41948600735413455,0.08737864077669905,0.1747572815533981,1415.345361453345,1083.2246383772388,1.3066037378670143,0.11778303565638337,1.6833543583979813,-1.5877780193246371,-0.0002962361080187639,0.9501100535308575,-1.2059551277133795,0.05166297884633727,-0.016833124888724876,-1.060195025948273,-0.05390304923833996,0.10674276957979822,-0.043969299139619736,0.0012057015317148622,0.0198700794680589,1.5868608555610857,-1.379168546615553,0.006219891738958538,0.9347578089864669,26.0,50.62202385761063,0.023883800799745152,0.06485275946245747,0.5063975155279504,0.5970950199936288,11.647142857142859,1
S2_baseline8,72.58805018255805,62.5,89.36170212765957,5.7382723779892855,26.86170212765957,71.0,831.569416498994,62.21017767011765,63.42670204505819,0.07627349056689957,38.028169014084504,73.23943661971832,62.229004327498586,837.1428571428571,778.5714285714286,888.5714285714286,671.4285714285714,960.0,3.380952380952381,5.643539750257147,-1.6204172377435329,-5.075305255429287e-18,0.9458921561317781,5.686328256378953,1.5882359892749076,0.09350106536563696,-0.6576196867629239,0.2981673067000098,-1.3136537464441629,1.2650360382252896,1173.2176839106542,514.8185272232065,626.9596264888818,0.0,0.0,31.439530198565986,0.8211350547503493,45.08919053578456,54.91080946421545,0.125,0.17500000000000002,30.792466942552085,54.861857126303505,0.5612727777636358,0.00616829586850276,0.028515170308021233,11.24224503394966,7.222699914015477,19.980970504281636,3.715697144182984,12.758270590266159,9.0,5859.047619047619,2122.416128664284,1681.0273826516002,0.2869113705761021,2223.570682850593,5444.285714285715,4803.428571428572,7770.571428571428,3002.8571428571427,8307.142857142857,3903.3333333333335,607.0440218340383,3909.0,3429.8,4151.0,3155.0,5314.0,1.2732796375908857,0.17898541891572547,1.3048018402295654,1.0425764342909354,1.4284160417432528,1.0132185158057374,1.5497792103378671,21064.4,11534.549386083532,21006.5,10029.6,32780.8,964.0,38946.0,0.9267049305865852,-0.7645406899210279,1.813575744606732e-15,0.4243015674220904,-1.0930455107929278,0.08741973359539466,-0.00525574752931252,-0.36552806720746644,0.34713150617079386,-0.6281940462859847,0.6827220304140393,254071.14458265694,253513.90998266003,556.97970775012,0.0,0.25489224679506806,455.1582516474639,99.78077783392311,0.21922216607688103,0.09944751381215472,0.16574585635359118,1050.5423859547504,1018.219888917664,1.0317441226486395,0.11778303565638337,1.574329991038925,-1.5439245531640076,-0.000729134972671399,0.8990813941774595,-1.2078589336954335,0.016619879305256238,-0.016344592149015187,-1.0196936034293949,-0.0506340991830636,0.14111679875240388,-0.08620961085267072,0.003639296448484677,0.03752366353090053,1.4402659002502987,-1.3085243803082245,0.0037322632639349347,0.8782269372349812,19.0,152.86352050488114,0.045803617116026096,0.1796849421667539,0.6435294117647059,0.8702687252044958,10.94,1
S2_baseline9,72.52840220988654,63.1578947368421,83.83233532934132,4.457270139501394,20.674440592499217,71.0,830.3621730382296,58.39739486296036,50.62570170833478,0.06096821766711667,38.028169014084504,76.05633802816901,58.42889576278427,824.2857142857143,795.7142857142857,871.4285714285714,715.7142857142857,950.0,5.461538461538462,5.078803869674498,-1.7053534420337126,6.597896832058073e-18,0.944578642034377,5.413513140630624,1.5337277784227412,0.09706822271109017,-0.7028414820625274,0.3007669292681917,-1.320098025927405,1.2666512919121489,272.7003820711317,125.59563872395036,131.6257486900042,0.0,0.0,15.478994657177108,0.9541874593226015,48.827836591140574,51.172163408859426,0.07547169811320756,0.15094339622641512,28.9052357378594,40.35895571149542,0.7162037577108651,0.006226855149608745,0.01532597047822682,10.613519269082929,7.257646448937273,19.90521327014218,3.5706529418316904,12.647566821204908,9.0,6135.238095238095,1635.7699518756247,1535.973473882819,0.2503527084099596,1648.5877536948565,5765.714285714285,5590.285714285714,7686.857142857143,3014.285714285714,8267.142857142857,3890.2,1202.0987313860703,3901.0,2970.2,4403.400000000001,2112.0,5978.0,1.4349013914900333,0.10808322309800662,1.446147783259335,1.3339611369805078,1.5363985257640258,1.2330715314182585,1.5855034330590372,19552.285714285714,12444.602249829546,18823.0,6889.0,32718.0,768.0,40617.0,0.8774879483607675,-1.036223267520853,-3.2412591129589903e-15,0.47134583427172216,-1.1503385004624807,-0.017644439730217145,-0.0005764372874905903,-0.4107331023927609,0.42118877265918486,-0.6990615009595232,0.706026036659809,706995.6100671509,701578.4229345289,5416.381422204916,0.0,0.8057104170695801,129.52899145144184,99.23388667231677,0.7661133276832301,0.05911330049261085,0.17733990147783255,809.6648178027127,1354.5004354696605,0.5977589940914039,0.11778303565638337,1.5246562558379577,-1.5250777742484949,-0.00021312170982372165,0.8677109078234628,-1.192520191128127,0.04316098000155569,-0.0351408169066482,-0.9997236085807198,-0.04909031882019906,0.09764035807308044,-0.05378040993020808,0.0008959340976676018,0.02369337754533569,1.4366395241463927,-1.261116134037359,0.00748815743280119,0.8513201696672628,31.0,37.61310593842346,0.03577694610061821,0.08682335755650741,0.41734693877551027,1.0733083830185464,11.685714285714287,1
